id,jee_main_score,jee_advanced_score,mock_test_score_avg,board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,dropout,board_number,institute_number,income_numbers,PEd_number,loc_number,PPL_Number,MH_Number
ST5244,84.12,76.47,74.19,1,57.93,1,0,4.1,1,1,2,2,1,0,1,0,1,1,2,2,1
ST5245,55.2,81.55,87.46,0,72.32,1,3,5.9,0,0,1,0,1,1,0,3,0,0,1,0,1
ST5246,67.32,65.79,61.76,2,50,1,3,4.1,1,2,0,1,0,0,2,3,1,2,0,1,0
ST5247,65.35,56.4,52.01,1,61.64,1,0,6.7,0,0,0,0,1,0,1,0,0,0,0,0,1
ST5248,62.85,41.06,75.58,0,66.23,1,1,4,1,0,1,2,0,0,0,1,1,0,1,2,0
ST5249,96.72,79.11,77.59,0,85.97,2,3,0.6,0,0,1,0,1,0,0,3,0,0,1,0,1
ST5250,77.67,72.78,68.07,2,81.88,1,3,5,1,0,2,0,1,0,2,3,1,0,2,0,1
ST5251,54.35,50.55,61.3,1,69.46,1,1,0.2,1,1,1,1,1,0,1,1,1,1,1,1,1
ST5252,84.85,57.38,79.93,1,82.29,1,0,1.6,2,2,2,0,1,0,1,0,2,2,2,0,1
ST5253,100,58.53,74.34,1,83.88,2,0,2.7,0,0,0,2,0,1,1,0,0,0,0,2,0
ST5254,86.45,42.27,58.78,0,73.39,2,2,2.5,1,2,2,0,0,0,0,2,1,2,2,0,0
ST5255,50.73,52.92,68.59,1,61.16,1,2,3.4,2,3,1,2,0,0,1,2,2,3,1,2,0
ST5256,65.22,47.86,51.78,0,72.92,1,0,2.4,0,3,2,2,1,0,0,0,0,3,2,2,1
ST5257,89.74,59.4,76.23,0,74.02,2,2,1.7,1,2,2,1,0,0,0,2,1,2,2,1,0
ST5258,62.09,54.18,64.85,2,62.68,1,2,7.6,1,1,1,2,0,0,2,2,1,1,1,2,0
ST5259,78.21,39.97,62.77,0,78.67,2,1,3.1,1,1,2,2,0,0,0,1,1,1,2,2,0
ST5260,82.84,98.36,67.61,2,77.8,1,3,0,0,3,0,1,0,1,2,3,0,3,0,1,0
ST5261,59.02,86.04,68.48,2,79.45,2,2,3.8,2,0,2,1,1,0,2,2,2,0,2,1,1
ST5262,71.17,53.54,78.74,1,77.79,2,2,2.3,1,3,1,1,1,0,1,2,1,3,1,1,1
ST5263,26.62,70.36,75.09,2,82.3,1,1,2.7,2,0,1,2,1,0,2,1,2,0,1,2,1
ST5264,57.66,72.68,66.12,1,73.21,2,0,5.9,0,3,1,1,1,1,1,0,0,3,1,1,1
ST5265,68.46,85.06,77.16,2,77.02,2,2,3.6,0,3,2,2,0,1,2,2,0,3,2,2,0
ST5266,54.53,52.9,72.81,0,71.02,2,3,2.2,1,1,0,2,1,0,0,3,1,1,0,2,1
ST5267,94.85,83.47,62.88,1,69.16,1,2,5.4,1,2,1,2,1,0,1,2,1,2,1,2,1
ST5268,51.98,57.23,66.5,0,88.38,1,3,6.8,1,2,1,1,1,0,0,3,1,2,1,1,1
ST5269,65.84,44.63,66.22,1,54.56,2,0,5.6,2,3,0,2,0,0,1,0,2,3,0,2,0
ST5270,73.83,77.59,74.06,0,83.77,2,2,0,2,1,1,2,1,1,0,2,2,1,1,2,1
ST5271,92.18,86.65,63.6,2,68.79,1,3,2.3,1,0,2,1,1,0,2,3,1,0,2,1,1
ST5272,51.9,100,63.32,1,67.5,1,3,4.6,0,3,1,1,1,1,1,3,0,3,1,1,1
ST5273,88.28,46.8,91.63,1,77.62,1,3,4,0,0,1,2,1,0,1,3,0,0,1,2,1
ST5274,72.14,77.18,79.28,1,60.1,2,0,3.8,1,0,2,2,0,0,1,0,1,0,2,2,0
ST5275,58.26,59.44,58.87,2,66.84,1,3,2.5,2,1,0,2,0,0,2,3,2,1,0,2,0
ST5276,78.47,78.53,74.85,0,66.51,1,1,1.7,0,1,0,1,0,0,0,1,0,1,0,1,0
ST5277,74.79,42.47,69.42,2,72.79,1,0,8.5,2,2,1,1,1,0,2,0,2,2,1,1,1
ST5278,63.6,45.8,72.7,2,66.96,1,3,4.6,1,1,2,0,1,0,2,3,1,1,2,0,1
ST5279,72.98,53.59,69.65,2,91.01,2,0,5.8,2,3,2,1,0,0,2,0,2,3,2,1,0
ST5280,66.61,67.26,82.28,0,92.97,2,0,4.5,2,3,0,2,1,0,0,0,2,3,0,2,1
ST5281,73.59,55.74,72.15,2,54.78,1,1,4.6,2,0,0,1,0,0,2,1,2,0,0,1,0
ST5282,81.27,76.54,67.25,1,80.44,2,3,4.4,0,2,0,1,0,0,1,3,0,2,0,1,0
ST5283,94.2,82.43,80.51,2,83.59,1,0,2.3,2,0,2,0,1,0,2,0,2,0,2,0,1
ST5284,54.67,75.59,70.8,0,80.43,2,0,1.5,2,0,2,0,0,0,0,0,2,0,2,0,0
ST5285,100,91.9,69.46,1,68.42,1,3,5.3,2,2,2,2,0,0,1,3,2,2,2,2,0
ST5286,44.67,72.65,71.77,0,72.56,1,1,4.9,1,0,1,0,1,0,0,1,1,0,1,0,1
ST5287,69.88,46.53,66.88,2,67.52,2,2,6.4,2,2,1,2,1,0,2,2,2,2,1,2,1
ST5288,80.24,87.81,68.11,0,70.8,1,3,6,2,0,0,2,1,0,0,3,2,0,0,2,1
ST5289,75.93,56.32,60.96,1,62.9,1,2,2.9,0,0,0,2,0,0,1,2,0,0,0,2,0
ST5290,63.28,80.57,58.99,0,73.85,2,3,6.8,1,2,1,2,1,0,0,3,1,2,1,2,1
ST5291,69.09,91.18,56.02,1,59.97,1,3,6,2,3,1,0,1,0,1,3,2,3,1,0,1
ST5292,65.1,73.31,51.3,1,73,2,0,5.9,0,0,1,2,1,0,1,0,0,0,1,2,1
ST5293,63.75,42.06,57.44,2,62.51,1,3,9,0,0,1,2,1,1,2,3,0,0,1,2,1
ST5294,83.89,51.31,65.91,2,77.07,1,1,8.6,2,3,0,1,1,0,2,1,2,3,0,1,1
ST5295,77,87.16,69.24,1,68.21,2,1,5.9,0,2,1,2,1,1,1,1,0,2,1,2,1
ST5296,62.3,63.29,64.74,0,77.91,2,3,5.6,0,2,1,1,1,1,0,3,0,2,1,1,1
ST5297,84.59,67.27,39.73,1,85.82,1,0,6.7,0,3,2,0,1,0,1,0,0,3,2,0,1
ST5298,76.3,78.14,86.9,2,90.89,1,0,3.3,0,2,0,1,1,0,2,0,0,2,0,1,1
ST5299,83.38,77.14,81.04,0,50,2,2,3.4,2,1,0,0,1,0,0,2,2,1,0,0,1
ST5300,80.81,70.46,73.35,1,66.66,2,3,5.8,2,0,2,0,0,0,1,3,2,0,2,0,0
ST5301,60.39,62.66,90.89,2,71.97,1,2,2.8,0,2,0,1,0,1,2,2,0,2,0,1,0
ST5302,64.16,61,56.27,1,79.6,1,0,5.7,2,3,0,0,0,0,1,0,2,3,0,0,0
ST5303,82.46,79.73,90.65,1,58.5,1,1,4.8,2,0,1,0,0,0,1,1,2,0,1,0,0
ST5304,80.55,74.86,56.42,1,65.18,2,0,2.8,0,3,1,0,1,0,1,0,0,3,1,0,1
ST5305,71.71,61.88,70.86,0,76.3,1,1,4.6,0,2,0,1,1,0,0,1,0,2,0,1,1
ST5306,73.64,83.31,52.71,2,75.85,2,2,7.1,0,3,2,0,0,0,2,2,0,3,2,0,0
ST5307,89.89,63.94,68.18,2,78.78,1,0,4.7,2,3,2,2,1,0,2,0,2,3,2,2,1
ST5308,63.72,52.37,72.63,1,79.44,2,1,4.7,2,0,0,1,1,0,1,1,2,0,0,1,1
ST5309,79.66,53.86,66.14,1,78.39,1,2,5.2,1,0,0,2,1,0,1,2,1,0,0,2,1
ST5310,69.17,50.34,76.57,1,76.94,2,0,5.4,1,2,0,1,1,0,1,0,1,2,0,1,1
ST5311,68.95,61.64,69.19,0,75.56,2,3,3.8,0,3,0,2,1,0,0,3,0,3,0,2,1
ST5312,87.38,85.74,61.73,2,81.65,1,0,5.2,1,3,1,0,0,0,2,0,1,3,1,0,0
ST5313,83.56,53.12,61.2,1,52.61,2,2,2.4,2,2,1,2,0,0,1,2,2,2,1,2,0
ST5314,83.39,69.02,77.73,2,90.44,2,0,2.9,1,3,0,2,0,0,2,0,1,3,0,2,0
ST5315,90.28,55.49,60.16,1,52.96,2,2,3.2,1,3,2,2,0,0,1,2,1,3,2,2,0
ST5316,72.29,61.84,78.98,2,64.21,1,1,5.4,0,3,1,1,0,1,2,1,0,3,1,1,0
ST5317,81.55,41.84,82.67,1,72.73,1,0,4.8,2,3,0,0,0,0,1,0,2,3,0,0,0
ST5318,67.66,62.47,47.98,0,81.73,1,2,4.2,2,1,2,0,0,0,0,2,2,1,2,0,0
ST5319,76.54,62.9,81.6,1,50,1,2,5.9,2,2,1,2,0,0,1,2,2,2,1,2,0
ST5320,70.18,74.64,92.73,1,74.72,2,3,5.3,2,2,1,2,0,0,1,3,2,2,1,2,0
ST5321,73.36,69.57,71.02,1,82.92,2,1,3.9,1,3,0,1,1,0,1,1,1,3,0,1,1
ST5322,80.33,46.83,75.19,1,84.95,1,3,2.4,0,2,2,2,1,1,1,3,0,2,2,2,1
ST5323,60.54,83.35,80.44,1,68.03,2,3,2.9,1,1,0,2,1,0,1,3,1,1,0,2,1
ST5324,100,69.36,64.69,2,71.99,2,0,1.6,2,3,1,2,0,1,2,0,2,3,1,2,0
ST5325,57.92,69.17,70.19,2,68.84,1,2,4.8,0,0,2,1,0,0,2,2,0,0,2,1,0
ST5326,55,65.85,52.23,0,71.07,1,2,2.8,0,1,1,2,0,1,0,2,0,1,1,2,0
ST5327,88.21,57.72,69.66,1,64.68,2,2,3.5,2,0,0,2,0,0,1,2,2,0,0,2,0
ST5328,83.08,69.48,73.98,2,66.11,1,0,4.2,2,2,0,2,0,0,2,0,2,2,0,2,0
ST5329,80.74,73.61,74.19,2,79.34,2,0,6.6,0,2,1,1,0,0,2,0,0,2,1,1,0
ST5330,80.8,38.05,80.79,1,76.32,2,1,6.4,2,2,0,1,0,0,1,1,2,2,0,1,0
ST5331,71.83,57.38,58.7,1,79.92,1,3,4.4,2,3,0,0,1,0,1,3,2,3,0,0,1
ST5332,59.44,61.92,61.61,0,77.14,1,1,7,2,1,1,1,1,0,0,1,2,1,1,1,1
ST5333,73.06,70.1,90.75,0,82.04,2,1,0.5,2,1,2,0,0,0,0,1,2,1,2,0,0
ST5334,62.52,85.09,66.2,2,83.78,1,0,8.3,0,3,1,0,0,0,2,0,0,3,1,0,0
ST5335,85.65,53.65,70.4,0,57.58,2,2,5.9,0,3,1,2,1,1,0,2,0,3,1,2,1
ST5336,69.94,58.03,67.2,2,66.46,2,0,4.7,1,2,2,0,0,0,2,0,1,2,2,0,0
ST5337,60.44,57.8,58.14,0,72.69,1,0,2.7,1,1,0,2,1,0,0,0,1,1,0,2,1
ST5338,67.5,53.18,87.48,1,74.77,1,0,3.6,0,2,2,1,0,1,1,0,0,2,2,1,0
ST5339,77.78,60.45,61.67,0,68.3,1,1,5.7,1,1,1,1,1,0,0,1,1,1,1,1,1
ST5340,64.11,78.33,54.47,2,84.12,1,2,5.8,2,3,2,0,1,0,2,2,2,3,2,0,1
ST5341,60.49,49.14,62.59,0,94.8,2,0,5.8,2,2,0,2,0,0,0,0,2,2,0,2,0
ST5342,75.41,72.85,43.98,2,76.86,1,1,3,0,1,2,0,0,0,2,1,0,1,2,0,0
ST5343,75.43,38.77,60.18,2,75.84,1,0,2.6,1,3,2,0,0,0,2,0,1,3,2,0,0
ST5344,64.9,57.02,56.38,0,83.49,1,3,4.9,2,0,1,1,0,0,0,3,2,0,1,1,0
ST5345,65.41,60.73,75.41,0,56.34,2,2,6,1,2,2,0,1,0,0,2,1,2,2,0,1
ST5346,75.25,92.8,59.92,2,75.28,1,1,4.5,0,1,1,2,1,1,2,1,0,1,1,2,1
ST5347,51.73,61.6,78.65,1,84.79,1,3,7.5,0,1,0,1,1,0,1,3,0,1,0,1,1
ST5348,52.3,30.78,84.78,0,68.57,1,0,4.6,1,2,2,1,0,0,0,0,1,2,2,1,0
ST5349,61.94,34.02,77.37,2,62.73,1,3,4.5,0,1,2,0,1,0,2,3,0,1,2,0,1
ST5350,69.01,66.54,65.42,1,73.14,1,3,5.8,2,0,1,0,1,0,1,3,2,0,1,0,1
ST5351,76.35,75.82,69.69,2,74.39,2,1,6.9,2,0,1,0,0,0,2,1,2,0,1,0,0
ST5352,92.65,72.01,49.7,0,65.91,2,2,1.8,1,1,0,2,0,1,0,2,1,1,0,2,0
ST5353,84.01,68.68,66.39,2,95.96,2,2,2.3,1,2,1,0,1,0,2,2,1,2,1,0,1
ST5354,69.76,84.6,57.67,2,70.21,1,1,3.9,0,1,1,2,1,0,2,1,0,1,1,2,1
ST5355,71.73,57.37,76.33,2,63.46,1,0,10,0,1,0,0,1,1,2,0,0,1,0,0,1
ST5356,57.96,80.32,98.87,0,74.06,2,3,4,1,0,1,0,0,0,0,3,1,0,1,0,0
ST5357,71.74,39.89,74,1,84.08,1,2,4.3,0,3,1,1,1,1,1,2,0,3,1,1,1
ST5358,67.96,51.52,44.11,1,75.17,2,2,5.7,1,3,1,1,0,0,1,2,1,3,1,1,0
ST5359,76.52,37.09,63.67,1,79.86,1,3,6.5,1,1,1,2,0,0,1,3,1,1,1,2,0
ST5360,60.42,61.6,69.47,1,66.28,2,0,4.8,2,2,0,0,0,0,1,0,2,2,0,0,0
ST5361,79.27,65.26,69.05,0,89.88,2,3,6.8,0,0,0,2,1,1,0,3,0,0,0,2,1
ST5362,93.46,67.83,59.23,2,80.62,1,1,2.1,1,3,1,1,0,0,2,1,1,3,1,1,0
ST5363,70.48,66.99,70.94,1,85.48,1,1,3,2,1,2,1,1,0,1,1,2,1,2,1,1
ST5364,77.62,51.16,53.09,1,78.65,1,0,6.8,1,2,0,1,0,0,1,0,1,2,0,1,0
ST5365,81.66,62.96,56.66,0,83.25,1,2,4.5,0,0,2,1,1,1,0,2,0,0,2,1,1
ST5366,66.38,42.04,75.75,2,66.27,1,2,2,2,3,1,2,1,0,2,2,2,3,1,2,1
ST5367,75.14,87.81,55.81,2,70.09,2,0,1.9,0,3,1,0,1,0,2,0,0,3,1,0,1
ST5368,72.18,61.14,74.46,1,88.46,1,0,2.9,2,3,0,2,1,0,1,0,2,3,0,2,1
ST5369,73.37,58.18,51.57,1,90.6,2,1,4.5,0,2,2,0,0,0,1,1,0,2,2,0,0
ST5370,61.18,91.42,89.18,2,63.53,1,1,5.4,1,2,0,1,1,0,2,1,1,2,0,1,1
ST5371,72.34,46.12,58.71,0,77.5,2,0,3.8,1,2,0,2,0,0,0,0,1,2,0,2,0
ST5372,78.97,47.99,65.32,2,70.69,2,2,5.3,1,1,0,0,0,0,2,2,1,1,0,0,0
ST5373,92.32,48.46,71.97,2,68.03,2,3,3.6,0,0,1,0,0,0,2,3,0,0,1,0,0
ST5374,85.43,64.91,61.22,1,77.85,1,3,6.9,2,1,2,1,0,0,1,3,2,1,2,1,0
ST5375,100,72.91,69.72,0,86.41,2,3,9.6,0,0,1,0,0,1,0,3,0,0,1,0,0
ST5376,61.26,77.83,74.9,0,79.52,1,1,3.7,1,2,1,0,1,0,0,1,1,2,1,0,1
ST5377,84.21,100,79.53,0,71.8,2,0,5.5,0,3,1,2,0,1,0,0,0,3,1,2,0
ST5378,74.57,30.01,77.5,1,80.15,1,2,5.3,2,2,0,1,1,0,1,2,2,2,0,1,1
ST5379,100,75.74,65.94,0,71.4,2,1,4.8,1,1,1,1,1,0,0,1,1,1,1,1,1
ST5380,60.68,57.09,66.24,0,79.12,1,0,5.8,0,2,1,0,1,0,0,0,0,2,1,0,1
ST5381,60.24,56.62,96.19,1,88.96,1,0,5.5,1,2,1,0,1,0,1,0,1,2,1,0,1
ST5382,63.61,56.08,79.4,2,54.23,2,3,3.6,0,2,1,1,0,0,2,3,0,2,1,1,0
ST5383,42.27,51.46,56.94,0,82.97,2,3,7.1,0,3,1,1,0,1,0,3,0,3,1,1,0
ST5384,64.64,92.95,69.2,2,59.61,1,2,4.9,1,0,1,1,0,0,2,2,1,0,1,1,0
ST5385,61.37,79.48,63.98,0,87.28,2,2,3.7,2,0,2,0,1,0,0,2,2,0,2,0,1
ST5386,74.11,66.37,66.38,2,68.63,1,3,9.4,1,1,0,0,1,0,2,3,1,1,0,0,1
ST5387,76.78,87.62,53.25,2,62.82,1,3,4.3,2,0,1,1,0,0,2,3,2,0,1,1,0
ST5388,98.27,41.8,63.06,1,81.95,2,0,5,1,2,0,1,0,0,1,0,1,2,0,1,0
ST5389,85.31,44.71,89.74,1,78.64,1,2,4.9,1,3,2,0,1,0,1,2,1,3,2,0,1
ST5390,63.92,31.15,74.95,0,65.01,2,0,4.2,1,2,2,0,0,0,0,0,1,2,2,0,0
ST5391,59.42,54.81,38.11,0,62.47,1,2,5.4,0,2,0,0,1,1,0,2,0,2,0,0,1
ST5392,78.89,68.59,82.6,1,73.13,1,2,2.8,0,1,2,2,1,0,1,2,0,1,2,2,1
ST5393,53.52,67.65,81.08,0,62.96,1,1,5.7,2,2,1,1,0,0,0,1,2,2,1,1,0
ST5394,97.64,68.39,63.69,0,64.39,1,3,1,1,2,2,2,0,1,0,3,1,2,2,2,0
ST5395,88.51,43.42,76.61,1,76.16,2,1,1.9,0,1,1,2,1,1,1,1,0,1,1,2,1
ST5396,65.43,78.85,57.69,2,65.34,1,2,8.2,0,0,0,0,1,0,2,2,0,0,0,0,1
ST5397,48.02,69.83,62.36,0,79.27,2,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0
ST5398,90.95,77.73,85.98,1,89.9,1,2,0.6,1,0,0,0,0,0,1,2,1,0,0,0,0
ST5399,70.4,35.72,64.74,0,73.51,1,1,2,1,1,0,0,0,0,0,1,1,1,0,0,0
ST5400,89.33,70.98,45.56,0,76.3,2,3,8,2,1,0,0,0,0,0,3,2,1,0,0,0
ST5401,49.68,47,67.24,1,95.18,1,0,0.9,1,3,0,0,1,1,1,0,1,3,0,0,1
ST5402,63.61,59.64,67.06,1,63.12,1,2,2.6,0,3,1,1,1,1,1,2,0,3,1,1,1
ST5403,72.07,74.55,82.38,0,86.91,2,2,1.6,0,2,0,1,1,0,0,2,0,2,0,1,1
ST5404,72.66,67.46,68.17,0,85.71,1,3,4,1,2,2,0,1,0,0,3,1,2,2,0,1
ST5405,65.7,52.38,62.94,2,83.54,1,2,3.6,2,1,1,2,1,0,2,2,2,1,1,2,1
ST5406,80.72,66.1,80.54,2,87.92,1,2,3.5,2,1,1,0,0,0,2,2,2,1,1,0,0
ST5407,57.05,41.5,69.45,1,77.81,2,3,8.2,0,3,1,2,1,1,1,3,0,3,1,2,1
ST5408,70.01,84.4,59,0,69.17,2,1,2.1,2,2,1,2,1,0,0,1,2,2,1,2,1
ST5409,73.68,62.72,81.86,1,85.95,2,1,4.3,1,2,0,0,0,0,1,1,1,2,0,0,0
ST5410,79.2,83.9,70.32,1,86.33,2,1,5.2,2,2,0,1,1,0,1,1,2,2,0,1,1
ST5411,81.96,57.58,68.04,0,86.05,2,1,2.5,2,0,0,0,0,0,0,1,2,0,0,0,0
ST5412,56.26,57.62,70.13,2,75.45,2,0,5.5,0,3,2,1,0,0,2,0,0,3,2,1,0
ST5413,50.52,53.77,55.15,1,67.84,2,0,3.7,0,0,0,2,1,0,1,0,0,0,0,2,1
ST5414,89.89,80.02,61.67,1,76.91,2,3,5.2,0,2,0,1,1,0,1,3,0,2,0,1,1
ST5415,76.65,54.65,68.04,0,84.42,1,3,4.3,2,1,2,1,1,0,0,3,2,1,2,1,1
ST5416,61.52,76.31,65.66,2,85.24,2,3,0.4,0,3,0,1,1,0,2,3,0,3,0,1,1
ST5417,93.72,59.88,83.27,2,70.7,1,0,7.1,0,0,0,0,0,0,2,0,0,0,0,0,0
ST5418,73.62,34.38,70.61,0,78.15,1,2,8.6,2,2,1,2,0,0,0,2,2,2,1,2,0
ST5419,88.51,56.87,78.26,1,61.91,1,0,4.1,2,0,0,2,0,0,1,0,2,0,0,2,0
ST5420,72.95,47.13,68.11,0,84.85,1,1,2.7,2,1,2,1,1,0,0,1,2,1,2,1,1
ST5421,100,66.54,80.68,0,67.17,1,1,7.5,1,3,1,2,0,0,0,1,1,3,1,2,0
ST5422,96.57,46.95,72.77,2,82.85,2,2,8.3,1,1,2,1,1,0,2,2,1,1,2,1,1
ST5423,68.51,80.82,68.16,1,63.51,2,3,4.2,2,1,2,1,0,0,1,3,2,1,2,1,0
ST5424,85.6,64.54,67.84,1,85.31,1,0,4.1,0,3,0,1,0,0,1,0,0,3,0,1,0
ST5425,81.04,63.16,56.55,2,78.22,2,2,4.3,2,2,1,1,1,0,2,2,2,2,1,1,1
ST5426,91.16,76.49,74.08,1,67.19,2,2,1.2,1,2,0,0,0,0,1,2,1,2,0,0,0
ST5427,58.49,81.42,67.52,1,81.91,2,0,3.9,0,0,1,1,1,0,1,0,0,0,1,1,1
ST5428,81.6,65.68,61.98,0,69.1,2,2,7.9,1,2,1,2,0,0,0,2,1,2,1,2,0
ST5429,86.82,53.66,81.28,0,82.5,2,3,4.2,1,2,1,0,0,0,0,3,1,2,1,0,0
ST5430,47.38,37.62,53,0,72.26,1,0,2.4,1,2,2,2,1,1,0,0,1,2,2,2,1
ST5431,55.43,55.02,62.93,1,57.79,1,0,5.5,1,0,0,0,0,0,1,0,1,0,0,0,0
ST5432,43.45,56.12,80.33,1,65.18,1,2,3.2,0,3,1,1,0,1,1,2,0,3,1,1,0
ST5433,68.23,67.71,71.79,1,70.7,1,3,4.4,2,2,1,0,0,0,1,3,2,2,1,0,0
ST5434,82.05,60.48,67.43,1,88.68,1,3,2,0,1,2,2,1,1,1,3,0,1,2,2,1
ST5435,93.03,77.01,71.01,2,84.01,2,1,2.4,2,2,1,0,1,0,2,1,2,2,1,0,1
ST5436,73.04,56.19,70.15,2,91.24,2,0,6,2,2,1,0,1,0,2,0,2,2,1,0,1
ST5437,94.8,65.09,49.8,1,91.54,1,1,4.7,0,3,0,1,1,1,1,1,0,3,0,1,1
ST5438,52.68,84.94,63.81,0,69.65,1,3,2.9,2,1,2,1,0,0,0,3,2,1,2,1,0
ST5439,48.15,71.47,87.4,0,73.12,2,3,4.7,0,0,2,0,0,0,0,3,0,0,2,0,0
ST5440,71.22,65.04,60.09,2,70.89,2,1,3.3,0,2,1,1,1,1,2,1,0,2,1,1,1
ST5441,77.38,56.37,64.18,2,68.28,1,0,2.9,2,2,1,1,1,0,2,0,2,2,1,1,1
ST5442,71.54,55.87,61.5,1,56.59,1,1,6.8,2,2,2,0,0,0,1,1,2,2,2,0,0
ST5443,43.06,52.39,66.96,1,74.85,2,3,6.1,1,2,1,2,1,0,1,3,1,2,1,2,1
ST5444,70.75,57.34,61,1,62.14,2,3,4.5,2,1,1,1,1,0,1,3,2,1,1,1,1
ST5445,53.74,78.09,73.84,1,74.66,1,2,4.8,2,3,2,0,1,0,1,2,2,3,2,0,1
ST5446,81.38,62.45,70.37,1,96.16,2,2,4.5,2,3,1,0,1,0,1,2,2,3,1,0,1
ST5447,77.13,44.4,77.28,0,69.91,2,1,5.5,0,2,0,0,0,1,0,1,0,2,0,0,0
ST5448,58.84,94.29,55.39,0,76.95,1,2,2.9,1,0,1,2,0,0,0,2,1,0,1,2,0
ST5449,64.81,71.12,63.92,1,84.07,2,3,6.2,1,1,2,2,1,0,1,3,1,1,2,2,1
ST5450,57.17,43.49,65.29,0,77.8,1,0,5.2,0,1,0,2,1,0,0,0,0,1,0,2,1
ST5451,71.12,58.93,73.47,1,77.92,2,0,4,2,0,1,1,0,0,1,0,2,0,1,1,0
ST5452,85.37,67.77,58.48,1,71.38,1,1,3.5,2,2,0,0,0,0,1,1,2,2,0,0,0
ST5453,58.2,93.27,78.99,2,72.68,2,2,6.2,0,2,2,0,1,1,2,2,0,2,2,0,1
ST5454,79.06,48.27,82.24,0,65.4,2,1,4.2,1,2,0,2,0,0,0,1,1,2,0,2,0
ST5455,64.58,81.62,56.13,0,83.46,1,2,3.1,0,0,1,1,0,0,0,2,0,0,1,1,0
ST5456,60.9,88.39,62.11,2,57.59,1,0,3.7,0,1,1,1,0,0,2,0,0,1,1,1,0
ST5457,70.5,55.94,61.62,0,84.71,2,2,6,2,3,2,0,0,0,0,2,2,3,2,0,0
ST5458,57.51,61.56,99.59,2,60.96,1,2,1.3,0,2,0,2,0,1,2,2,0,2,0,2,0
ST5459,64.25,49.42,62.84,0,84.63,1,1,3.8,0,0,0,0,0,0,0,1,0,0,0,0,0
ST5460,55.23,62.74,88.13,1,71.46,2,0,6.6,0,0,2,2,1,1,1,0,0,0,2,2,1
ST5461,99.51,65.41,52.8,2,62.68,2,2,4.2,2,2,2,2,0,0,2,2,2,2,2,2,0
ST5462,72.49,76.55,56.12,1,80.79,2,0,5,2,0,2,0,0,0,1,0,2,0,2,0,0
ST5463,62.2,83.44,59.76,1,84.29,1,2,6.7,1,2,2,2,1,0,1,2,1,2,2,2,1
ST5464,75,54.03,57.85,0,70.62,2,0,6.3,1,2,1,2,1,0,0,0,1,2,1,2,1
ST5465,70.43,34.52,64.79,2,82.21,2,2,3.6,1,2,1,2,1,0,2,2,1,2,1,2,1
ST5466,68.91,65.66,59.49,1,52.15,1,3,4.2,2,1,2,2,1,0,1,3,2,1,2,2,1
ST5467,80.6,70.7,58.17,1,61.79,1,0,6.3,1,0,2,1,1,0,1,0,1,0,2,1,1
ST5468,82.61,69.99,81.9,2,87.92,1,3,6.4,0,3,0,2,1,1,2,3,0,3,0,2,1
ST5469,64.57,60.77,82.69,0,72.76,2,3,4.3,1,1,1,2,1,0,0,3,1,1,1,2,1
ST5470,63.94,68,79.39,1,56.38,1,3,4.4,0,2,0,2,1,0,1,3,0,2,0,2,1
ST5471,68.15,90.25,74.29,0,68.01,2,2,5,1,0,0,0,1,0,0,2,1,0,0,0,1
ST5472,39.77,72.11,69.11,2,65.77,2,0,7.2,2,3,1,1,0,0,2,0,2,3,1,1,0
ST5473,50.79,60.03,62.04,0,73.34,2,2,6.6,0,2,2,2,1,1,0,2,0,2,2,2,1
ST5474,91.14,58,56.56,2,71.29,2,2,5.9,0,0,1,2,1,0,2,2,0,0,1,2,1
ST5475,95.03,63.28,72.36,0,76.79,1,0,2.3,2,2,0,0,0,0,0,0,2,2,0,0,0
ST5476,68.51,92.19,53.92,0,74.31,1,1,4,0,3,1,1,0,1,0,1,0,3,1,1,0
ST5477,80.07,63.07,56.07,1,88.6,1,2,4.1,1,0,2,1,1,0,1,2,1,0,2,1,1
ST5478,76.36,65.68,81.83,0,79.25,1,3,7.3,2,3,1,1,1,0,0,3,2,3,1,1,1
ST5479,100,58.28,90.81,1,79.58,2,2,4,0,2,2,2,0,1,1,2,0,2,2,2,0
ST5480,87.67,83.58,72.72,2,86.65,1,1,7,2,2,2,1,1,0,2,1,2,2,2,1,1
ST5481,70.21,97.36,81.28,2,71.11,2,3,3.4,0,3,0,0,1,1,2,3,0,3,0,0,1
ST5482,58.62,73.21,65.05,1,62.38,1,2,3.5,0,1,0,0,1,0,1,2,0,1,0,0,1
ST5483,49.51,67.32,51.95,0,87.07,1,0,5.5,2,1,2,2,1,0,0,0,2,1,2,2,1
ST5484,74.85,66.59,75.35,2,76.36,2,3,7.6,0,0,2,2,1,1,2,3,0,0,2,2,1
ST5485,61.41,27.85,74.83,2,76.39,2,1,4.1,1,0,0,2,1,0,2,1,1,0,0,2,1
ST5486,52.09,77.92,68.86,2,68.67,2,2,0,1,1,2,2,1,1,2,2,1,1,2,2,1
ST5487,62.95,68.15,65.09,1,68.83,1,0,1.4,0,3,1,0,1,0,1,0,0,3,1,0,1
ST5488,56.86,72.85,79.55,2,83.47,2,3,5.1,0,2,2,2,0,0,2,3,0,2,2,2,0
